school_key,מוסד,מועצה,מין,גיוס,לחימה,קצונה,משמעותי,Unnamed: 8,המידע המוצג הינו מתוך מערכת מוסדות וערים שממנה יוצאים כל שנה נתונים אחרי אישור של לשכת רחט,פיקוח,מגזר,מחוז,רשות,ישוב,סוג מוסד,שלב חינוך במוסד,תלמידים_בנים,תלמידים_בנות,תלמידים,קבוצה,תלמידים_יב
441808,תיכון אביב,רעננה,נ,96.49,15.6,9.0,92.66,,,ממלכתי,יהודי,מרכז,רעננה,רעננה,בית ספר,עליונה בלבד,173.0,122.0,295.0,חילוני - ערי מרכז,122.0
844076,קרית חינוך דרור,בני דרור,נ,94.86,17.24,9.74,88.67,,,ממלכתי,יהודי,מרכז,לב השרון,בני דרור,בית ספר,"חט""ב + עליונה",215.0,238.0,453.0,חילוני - קיבוצים/כפרי,238.0
640631,מקיף דתי חבד בית חנה,קרית מלאכי,נ,0.0,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,דרום,קרית מלאכי,קרית מלאכי,אולפנה,"חט""ב + עליונה",0.0,72.0,72.0,דתי לאומי - פריפריה,72.0
640672,מקיף ה' כללי,אשדוד,נ,79.21,7.69,0.0,79.47999999999999,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",68.0,73.0,141.0,חילוני - ערי פריפריה,73.0
460063,מקיף מעין-שחר,עין החורש,נ,92.39,12.94,10.31,92.94000000000001,,,ממלכתי,יהודי,מרכז,עמק חפר,עין החורש,"בי""ס קיבוצי","חט""ב + עליונה",125.0,109.0,234.0,חילוני - קיבוצים/כפרי,109.0
440388,אולפנת בני עקיבא אמנה,כפר סבא,נ,22.37,12.5,21.43,100.0,,,ממלכתי דתי,יהודי,מרכז,כפר סבא,כפר סבא,אולפנה,"חט""ב + עליונה",0.0,90.0,90.0,דתי לאומי - מרכז,90.0
190066,מכון בית יעקב למורות,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,599.0,599.0,חרדי - ירושלים,599.0
644484,מקיף ח',אשדוד,נ,86.54,10.0,5.13,84.45,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",129.0,107.0,236.0,חילוני - ערי פריפריה,107.0
444836,"קרית חינוך ע""ש רבין",גן יבנה,נ,94.17,15.46,5.06,90.72,,,ממלכתי,יהודי,מרכז,גן יבנה,גן יבנה,בית ספר,"חט""ב + עליונה",100.0,87.0,187.0,חילוני - ערי מרכז,87.0
440172,תיכון כצנלסון,כפר סבא,נ,96.83,7.38,12.12,90.16,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,154.0,137.0,291.0,חילוני - ערי מרכז,137.0
370312,קרית חנוך אורט,ק.ביאליק,נ,90.76,15.57,4.94,93.42,,,ממלכתי,יהודי,חיפה,קרית ביאליק,קרית ביאליק,בית ספר,עליונה בלבד,239.0,179.0,418.0,חילוני - ערי פריפריה,179.0
260133,גאון הירדן,נווה איתן,נ,93.62,13.64,12.2,93.18,,,ממלכתי,יהודי,צפון,עמק המעיינות,נווה איתן,"בי""ס קיבוצי","חט""ב + עליונה",72.0,65.0,137.0,חילוני - קיבוצים/כפרי,65.0
480095,תיכון איתן,סתריה,נ,96.0,20.83,0.0,97.92,,,ממלכתי,יהודי,מרכז,גזר,סתריה,בית ספר,"חט""ב + עליונה",54.0,73.0,127.0,חילוני - קיבוצים/כפרי,73.0
440313,תיכון בית יעקב,רחובות,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,מרכז,רחובות,רחובות,בית ספר,עליונה בלבד,0.0,94.0,94.0,חרדי - ערים מעורבות,94.0
340018,מקיף ליאו בק,חיפה,נ,91.02,11.18,11.81,91.44999999999999,,,ממלכתי,יהודי,חיפה,חיפה,חיפה,בית ספר,עליונה בלבד,176.0,202.0,378.0,חילוני - ערי מרכז,202.0
680082,אולפנת מרכז שפירא,מרכז שפירא,נ,18.75,0.0,20.0,91.67,,,ממלכתי דתי,יהודי,דרום,שפיר,מרכז שפירא,בית ספר,"חט""ב + עליונה",0.0,62.0,62.0,דתי לאומי - פריפריה/כפרי,62.0
499681,"תיכון ע""ש גולדה",נס ציונה,נ,98.1,12.62,8.75,92.23,,,ממלכתי,יהודי,מרכז,נס ציונה,נס ציונה,בית ספר,עליונה בלבד,98.0,98.0,196.0,חילוני - ערי מרכז,98.0
444117,"תיכון ע""ש חיים הרצוג",כפר סבא,נ,97.3,11.11,10.75,92.59,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,141.0,127.0,268.0,חילוני - ערי מרכז,127.0
540401,"בית יעקב ע""ש י' וולף",בני ברק,נ,0.0,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,0.0,518.0,518.0,חרדי - ערי חרדים,518.0
711564,דעת ותבונה,ביתר עילית,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ביתר עילית,ביתר עילית,בית ספר,עליונה בלבד,0.0,32.0,32.0,חרדי - ערי חרדים,32.0
660134,מקיף באר טוביה,באר טוביה,נ,94.44,15.03,11.69,87.58,,,ממלכתי,יהודי,דרום,באר טוביה,באר טוביה,"בי""ס מושבי","חט""ב + עליונה",143.0,184.0,327.0,חילוני - קיבוצים/כפרי,184.0
680066,חקלאי כנות,כנות,נ,85.0,26.47,0.0,88.24,,,ממלכתי,יהודי,דרום,באר טוביה,כנות,"בי""ס חקלאי","חט""ב + עליונה",47.0,46.0,93.0,חילוני - קיבוצים/כפרי,46.0
640482,מקיף ד',אשדוד,נ,84.81,10.94,4.92,78.13,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",83.0,81.0,164.0,חילוני - ערי פריפריה,81.0
770461,"מקיף ג' ע""ש רוגוזין",אשדוד,נ,87.34,15.94,6.25,88.39999999999999,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",87.0,55.0,142.0,חילוני - ערי פריפריה,55.0
240499,מקיף נופי גולן,קצרין,נ,98.31,15.52,4.17,89.64999999999999,,,ממלכתי,יהודי,צפון,קצרין,קצרין,"בי""ס מושבי",עליונה בלבד,53.0,75.0,128.0,חילוני - קיבוצים/כפרי,75.0
442293,קריית החינוך למדעים,רחובות,נ,93.14,14.74,3.19,90.52000000000001,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",137.0,94.0,231.0,חילוני - ערי מרכז,94.0
640128,מקיף א כללי,אשדוד,נ,80.0,7.69,0.0,71.78999999999999,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",69.0,51.0,120.0,חילוני - ערי פריפריה,51.0
226688,בית יעקב בית בינה,ירושלים,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,66.0,66.0,חרדי - ירושלים,66.0
189076,סמינר בית יעקב,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,51.0,51.0,חרדי - ירושלים,51.0
570192,התיכון העירוני החדש,הרצליה,נ,95.16,13.56,6.38,89.84,,,ממלכתי,יהודי,תל אביב,הרצליה,הרצליה,בית ספר,עליונה בלבד,115.0,97.0,212.0,חילוני - ערי מרכז,97.0
770065,מקיף אזורי ברנר,גבעת ברנר,נ,97.12,6.67,12.21,94.82,,,ממלכתי,יהודי,מרכז,ברנר,גבעת ברנר,"בי""ס קיבוצי",עליונה בלבד,127.0,139.0,266.0,חילוני - קיבוצים/כפרי,139.0
441311,מקיף ט',ראשוןלציון,נ,94.62,13.64,9.89,87.5,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",100.0,90.0,190.0,חילוני - ערי מרכז,90.0
441337,תיכון שוהם,שוהם,נ,98.77,9.38,14.84,93.74000000000001,,,ממלכתי,יהודי,מרכז,שוהם,שוהם,בית ספר,עליונה בלבד,157.0,160.0,317.0,חילוני - ערי מרכז,160.0
440180,מקיף הדסים,אבן יהודה,נ,89.34,16.51,9.8,88.07,,,ממלכתי,יהודי,מרכז,אבן יהודה,אבן יהודה,"בי""ס חקלאי",עליונה בלבד,131.0,164.0,295.0,חילוני - ערי מרכז,164.0
441287,מקיף עירוני ח',ראשוןלציון,נ,92.74,4.39,2.08,81.58,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",117.0,107.0,224.0,חילוני - ערי מרכז,107.0
771071,מקיף ג' עמית,ראשוןלציון,נ,95.83,8.77,7.02,88.59,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",131.0,115.0,246.0,חילוני - ערי מרכז,115.0
140863,דקל - וילנאי,מעלה אדמים,נ,92.79,15.53,7.23,88.35000000000001,,,ממלכתי,יהודי,ירושלים,מעלה אדומים,מעלה אדומים,בית ספר,"חט""ב + עליונה",101.0,101.0,202.0,חילוני - התנחלויות,101.0
580035,מקוה ישראל כללי,מקוה ישראל,נ,93.33,11.43,1.69,87.13999999999999,,,ממלכתי,יהודי,תל אביב,חולון,מקווה ישראל,"בי""ס חקלאי","חט""ב + עליונה",79.0,61.0,140.0,חילוני - ערי מרכז,61.0
140723,"מקיף ע""ש זיו",ירושלים,נ,92.86,17.78,15.56,93.34,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",80.0,85.0,165.0,חילוני - ירושלים,85.0
140715,תיכון בית יעקב,ירושלים,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,400.0,400.0,חרדי - ירושלים,400.0
140970,אולפנא עופרה,עופרה,נ,23.31,13.16,14.71,97.37,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,עופרה,אולפנה,"חט""ב + עליונה",0.0,153.0,153.0,דתי לאומי - התנחלויות,153.0
442855,הרטמן בנות,ירושלים,נ,92.0,10.87,9.52,95.65,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",0.0,59.0,59.0,דתי לאומי - ירושלים,59.0
140061,תכון ליד האוניברסיטה,ירושלים,נ,96.55,9.52,15.85,91.67,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",97.0,101.0,198.0,חילוני - ירושלים,101.0
141432,בית יעקב דרכי רחל,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,293.0,293.0,חרדי - ירושלים,293.0
142166,אולפנת לבונה,מעלה לבונה,נ,1.54,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,מעלה לבונה,אולפנה,עליונה בלבד,0.0,56.0,56.0,דתי לאומי - התנחלויות,56.0
140046,עירוני ג',ירושלים,נ,89.74,20.0,4.88,85.71000000000001,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",16.0,25.0,41.0,חילוני - ירושלים,25.0
630095,מרכז נוער,אשקלון,נ,32.35,30.0,0.0,50.0,,,ממלכתי דתי,יהודי,דרום,אשקלון,אשקלון,מרכז חינוך,עליונה בלבד,23.0,33.0,56.0,דתי לאומי - פריפריה,33.0
144501,תיכון הראל,מבשרת ציון,נ,94.34,15.44,13.99,95.3,,,ממלכתי,יהודי,ירושלים,מבשרת ציון,מבשרת ציון,בית ספר,עליונה בלבד,156.0,181.0,337.0,חילוני - ערי מרכז,181.0
570135,"אורט ע""ש אבין",רמת גן,נ,75.68,23.21,5.36,91.07,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,107.0,94.0,201.0,חילוני - ערי מרכז,94.0
640367,תיכון בית חיה ורבקה,באר שבע,נ,2.78,100.0,0.0,100.0,,,חרדי,יהודי,דרום,באר שבע,באר שבע,בית ספר,עליונה בלבד,0.0,26.0,26.0,חרדי - ערים מעורבות,26.0
540211,"עירוני ע""ש בליך",רמת גן,נ,96.76,9.48,12.88,92.97,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,242.0,298.0,540.0,חילוני - ערי מרכז,298.0
444745,תיכון בגין,ראש העין,נ,94.78,8.72,6.53,87.62,,,ממלכתי,יהודי,מרכז,ראש העין,ראש העין,בית ספר,עליונה בלבד,226.0,272.0,498.0,חילוני - ערי מרכז,272.0
444679,בית חינוך אמית רננים,רעננה,נ,58.4,6.85,20.75,97.25999999999999,,,ממלכתי דתי,יהודי,מרכז,רעננה,רעננה,בית ספר,"חט""ב + עליונה",0.0,140.0,140.0,דתי לאומי - מרכז,140.0
440065,גמנסיה ראלית עש קררי,ראשוןלציון,נ,89.84,9.57,7.92,90.42999999999999,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",135.0,126.0,261.0,חילוני - ערי מרכז,126.0
540088,עירוני י' אליאנס,תלאביב יפו,נ,95.31,0.0,9.26,97.52,,,ממלכתי,יהודי,תל אביב,תל אביב-יפו,תל אביב - יפו,בית ספר,"חט""ב + עליונה",145.0,142.0,287.0,חילוני - ערי מרכז,142.0
440016,תיכון דה שליט,רחובות,נ,93.46,12.59,7.09,93.7,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",192.0,179.0,371.0,חילוני - ערי מרכז,179.0
440677,דרכי שרה,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,8.0,8.0,חרדי - ירושלים,8.0
482257,שש-שנתי תיכון גבעת שמואל,גבעת שמואל,נ,92.59,26.0,17.65,90.0,,,ממלכתי,יהודי,מרכז,גבעת שמואל,גבעת שמואל,בית ספר,"חט""ב + עליונה",47.0,49.0,96.0,חילוני - ערי מרכז,49.0
521476,"אולפנת בנ""ע שירת הים",נוה צוף,נ,2.38,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,נוה צוף,בית ספר,עליונה בלבד,0.0,39.0,39.0,דתי לאומי - התנחלויות,39.0
540203,תיכון אהל שם,רמת גן,נ,93.05,10.92,5.41,86.78,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,167.0,183.0,350.0,חילוני - ערי מרכז,183.0
644617,תיכון ברנקו וייס מיתרים,מיתר,נ,90.32,25.0,9.52,95.24000000000001,,,ממלכתי,יהודי,דרום,מיתר,מיתר,בית ספר,"חט""ב + עליונה",93.0,82.0,175.0,חילוני - ערי פריפריה,82.0
770842,מקיף השרון עש רוטברג,רמת השרון,נ,95.08,8.7,7.02,93.03999999999999,,,ממלכתי,יהודי,תל אביב,רמת השרון,רמת השרון,בית ספר,עליונה בלבד,151.0,112.0,263.0,חילוני - ערי מרכז,112.0
440834,"אולפנא בהר""ן",גדרה,נ,1.69,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,מרכז,גדרה,גדרה,אולפנה,עליונה בלבד,0.0,110.0,110.0,דתי לאומי - מרכז,110.0
189084,סמינר בית יעקב,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,283.0,283.0,חרדי - ירושלים,283.0
644534,יצחק רגר,באר שבע,נ,89.21,11.38,5.31,80.49000000000001,,,ממלכתי,יהודי,דרום,באר שבע,באר שבע,בית ספר,"חט""ב + עליונה",111.0,121.0,232.0,חילוני - ערי פריפריה,121.0
644591,מקיף עומר,עומר,נ,88.57,14.52,8.96,93.55,,,ממלכתי,יהודי,דרום,עומר,עומר,בית ספר,"חט""ב + עליונה",70.0,58.0,128.0,חילוני - ערי פריפריה,58.0
340695,תיכון לבנות בית יעקב,רכסים,נ,0.0,0.0,,100.0,,,חרדי,יהודי,חיפה,רכסים,רכסים,בית ספר,עליונה בלבד,0.0,91.0,91.0,חרדי - ערי חרדים,91.0
140806,תיכון לאומנויות,ירושלים,נ,84.72,21.31,12.73,93.44,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",43.0,54.0,97.0,חילוני - ירושלים,54.0
284026,סמינר בית חינוך,מודיעין על,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,מודיעין עילית,מודיעין עילית,בית ספר,עליונה בלבד,0.0,117.0,117.0,חרדי - ערי חרדים,117.0
340109,"אולפנת בנ""ע כפר פינס",כפר פינס,נ,7.41,25.0,0.0,100.0,,,ממלכתי דתי,יהודי,חיפה,מנשה,כפר פינס,אולפנה,עליונה בלבד,0.0,124.0,124.0,דתי לאומי - פריפריה/כפרי,124.0
640227,תיכון מקיף אורט ערד,ערד,נ,85.71,21.79,8.96,88.46000000000001,,,ממלכתי,יהודי,דרום,ערד,ערד,בית ספר,"חט""ב + עליונה",88.0,77.0,165.0,חילוני - ערי פריפריה,77.0
370304,אולפנית אמונה אלישבע,פרדס חנה,נ,35.71,7.69,0.0,100.0,,,ממלכתי דתי,יהודי,חיפה,פרדס חנה-כרכור,פרדס חנה-כרכור,בית ספר,"חט""ב + עליונה",0.0,47.0,47.0,דתי לאומי - מרכז,47.0
141119,נוות ישראל,ירושלים,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,61.0,61.0,חרדי - ירושלים,61.0
270801,בית חנה,צפת,נ,2.38,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,צפון,צפת,צפת,אולפנה,"חט""ב + עליונה",0.0,95.0,95.0,דתי לאומי - פריפריה,95.0
140236,תורני נסויי בנות פלך,ירושלים,נ,90.32,1.79,28.3,98.21,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",0.0,81.0,81.0,דתי לאומי - ירושלים,81.0
144329,תיכון מכבים רעות,מודיעין-מכבים-רעות,נ,95.89,12.86,18.18,92.86,,,ממלכתי,יהודי,ירושלים,מודיעין מכבים רעות,מודיעין-מכבים-רעות,בית ספר,"חט""ב + עליונה",150.0,134.0,284.0,חילוני - ערי מרכז,134.0
541508,סמינר הרב כהנא,בני ברק,נ,0.0,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,0.0,228.0,228.0,חרדי - ערי חרדים,228.0
770495,בית חנה,ירושלים,נ,3.12,100.0,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,68.0,68.0,דתי לאומי - ירושלים,68.0
141176,אולפנת צביה מ. אדומים,מעלה אדמים,נ,4.31,40.0,28.57,100.0,,,ממלכתי דתי,יהודי,ירושלים,מעלה אדומים,מעלה אדומים,אולפנה,"חט""ב + עליונה",0.0,124.0,124.0,דתי לאומי - התנחלויות,124.0
140822,בית מלכה,ירושלים,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,0.0,108.0,108.0,חרדי - ירושלים,108.0
370395,"עי""ס כרמים בנימינה גבעת עדה",בנימינה-גבעת עדה,נ,95.45,14.29,14.05,96.83,,,ממלכתי,יהודי,חיפה,בנימינה גבעת עדה,בנימינה-גבעת עדה,בית ספר,"חט""ב + עליונה",129.0,119.0,248.0,חילוני - ערי מרכז,119.0
270033,"כ""ג יורדי הסירה",עכו,נ,91.43,37.5,0.0,100.0,,,ממלכתי,יהודי,צפון,עכו,עכו,בית ספר,עליונה בלבד,70.0,37.0,107.0,חילוני - ערי פריפריה,37.0
170803,עמל תעופה וחלל,מעלה אדמים,נ,94.32,13.25,4.94,91.57000000000001,,,ממלכתי,יהודי,ירושלים,מעלה אדומים,מעלה אדומים,בית ספר,"חט""ב + עליונה",96.0,87.0,183.0,חילוני - התנחלויות,87.0
346932,צור ישראל,פסגות,נ,19.35,16.67,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,פסגות,בית ספר,עליונה בלבד,11.0,41.0,52.0,דתי לאומי - התנחלויות,41.0
455477,ואת עלית,בית שמש,נ,2.7,0.0,,100.0,,,חרדי,יהודי,ירושלים,בית שמש,בית שמש,בית ספר,עליונה בלבד,0.0,30.0,30.0,חרדי - ערים מעורבות,30.0
140079,הגמנסיה העברית,ירושלים,נ,90.82,22.47,4.21,93.26,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",99.0,101.0,200.0,חילוני - ירושלים,101.0
144717,"אולפנת בנ""ע אורות מודיעין",מודיעין-מכבים-רעות,נ,55.7,13.25,30.0,98.8,,,ממלכתי דתי,יהודי,ירושלים,מודיעין מכבים רעות,מודיעין-מכבים-רעות,בית ספר,"חט""ב + עליונה",0.0,155.0,155.0,דתי לאומי - מרכז,155.0
508424,אולפנת הללי לאמנות,בית רבן,נ,64.52,25.0,11.11,100.0,,,ממלכתי דתי,יהודי,מרכז,חבל יבנה,בית רבן,בית ספר,עליונה בלבד,0.0,30.0,30.0,דתי לאומי - פריפריה/כפרי,30.0
144337,אולפנת רעיה,בית אל,נ,0.0,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,בית אל,בית אל,אולפנה,עליונה בלבד,0.0,79.0,79.0,דתי לאומי - התנחלויות,79.0
338616,אמית אורי,מעלה אדמים,נ,51.61,25.0,4.0,81.25999999999999,,,ממלכתי דתי,יהודי,ירושלים,מעלה אדומים,מעלה אדומים,בית ספר,"חט""ב + עליונה",0.0,59.0,59.0,דתי לאומי - התנחלויות,59.0
140913,נוה חנה,אלון שבות,נ,50.0,15.38,20.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,גוש עציון,אלון שבות,אולפנה,עליונה בלבד,0.0,78.0,78.0,דתי לאומי - התנחלויות,78.0
460428,אולפנת שעלבים,שעלבים,נ,9.09,25.0,20.0,87.5,,,ממלכתי דתי,יהודי,מרכז,גזר,שעלבים,בית ספר,"חט""ב + עליונה",0.0,78.0,78.0,דתי לאומי - פריפריה/כפרי,78.0
570168,מקיף אורט למדע וטכנו,חולון,נ,91.16,12.69,9.77,88.05000000000001,,,ממלכתי,יהודי,תל אביב,חולון,חולון,בית ספר,"חט""ב + עליונה",137.0,132.0,269.0,חילוני - ערי מרכז,132.0
140012,אולפנא תורנית חורב,ירושלים,נ,12.4,6.25,16.67,93.75,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,אולפנה,יסודי ועליונה,0.0,118.0,118.0,דתי לאומי - ירושלים,118.0
540500,"ע""ש יצחק נבון מודיעין",מודיעין-מכבים-רעות,נ,94.19,23.46,14.29,95.06,,,ממלכתי,יהודי,ירושלים,מודיעין מכבים רעות,מודיעין-מכבים-רעות,בית ספר,"חט""ב + עליונה",100.0,77.0,177.0,חילוני - ערי מרכז,77.0
240531,בית יעקב באר מרים,חצור הגליל,נ,0.0,0.0,,100.0,,,חרדי,יהודי,צפון,חצור הגלילית,חצור הגלילית,בית ספר,עליונה בלבד,0.0,51.0,51.0,חרדי - ערים מעורבות,51.0
240127,אורט אמירים,בית שאן,נ,93.48,16.28,2.44,88.37,,,ממלכתי,יהודי,צפון,בית שאן,בית שאן,בית ספר,"חט""ב + עליונה",49.0,39.0,88.0,חילוני - ערי פריפריה,39.0
234021,אולפנת צביה כוכב יעקב,כוכב יעקב,נ,3.17,0.0,0.0,100.0,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,כוכב יעקב,בית ספר,עליונה בלבד,0.0,54.0,54.0,דתי לאומי - התנחלויות,54.0
420018,על יסודי צור הדסה,צור הדסה,נ,100.0,13.33,12.07,91.11,,,ממלכתי,יהודי,ירושלים,מטה יהודה,צור הדסה,בית ספר,"חט""ב + עליונה",53.0,63.0,116.0,חילוני - קיבוצים/כפרי,63.0
373357,כנפי יונה,צפת,נ,0.0,0.0,,100.0,,,חרדי,יהודי,צפון,צפת,צפת,בית ספר,עליונה בלבד,0.0,30.0,30.0,חרדי - ערים מעורבות,30.0
237354,תיכון יחד,מודיעין-מכבים-רעות,נ,92.86,17.31,18.0,98.08,,,ממלכתי,יהודי,ירושלים,מודיעין מכבים רעות,מודיעין-מכבים-רעות,בית ספר,"חט""ב + עליונה",62.0,72.0,134.0,חילוני - ערי מרכז,72.0
240481,אסיף משגב,עצמון שגב,נ,93.85,16.39,10.87,93.44,,,ממלכתי,יהודי,צפון,משגב,עצמון שגב,"בי""ס מושבי","חט""ב + עליונה",77.0,90.0,167.0,חילוני - קיבוצים/כפרי,90.0
757666,אולפנת עטרת רחל,ירושלים,נ,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,אולפנה,עליונה בלבד,0.0,59.0,59.0,חרדי - ירושלים,59.0
540328,עירוני כללי הראשונים,הרצליה,נ,94.33,10.53,17.42,92.47999999999999,,,ממלכתי,יהודי,תל אביב,הרצליה,הרצליה,בית ספר,עליונה בלבד,173.0,136.0,309.0,חילוני - ערי מרכז,136.0
542027,תיכון בית יעקב,אור יהודה,נ,0.0,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,אור יהודה,אור יהודה,בית ספר,עליונה בלבד,0.0,36.0,36.0,חרדי - ערים מעורבות,36.0
841262,מקיף הר טוב,צרעה,נ,92.16,23.4,9.26,93.61,,,ממלכתי,יהודי,ירושלים,מטה יהודה,צרעה,בית ספר,"חט""ב + עליונה",72.0,68.0,140.0,חילוני - קיבוצים/כפרי,68.0
244368,מקיף אורט כרמים,כרמיאל,נ,91.86,18.99,7.5,88.61,,,ממלכתי,יהודי,צפון,כרמיאל,כרמיאל,בית ספר,"חט""ב + עליונה",66.0,92.0,158.0,חילוני - ערי פריפריה,92.0
540146,עירוני ד',תלאביב יפו,נ,92.91,10.17,7.21,96.61,,,ממלכתי,יהודי,תל אביב,תל אביב-יפו,תל אביב - יפו,בית ספר,"חט""ב + עליונה",166.0,150.0,316.0,חילוני - ערי מרכז,150.0
644344,"תיכון חדש ע""ש רבין",קרית גת,נ,88.64,10.53,6.06,81.58,,,ממלכתי,יהודי,דרום,קרית גת,קרית גת,בית ספר,"חט""ב + עליונה",32.0,42.0,74.0,חילוני - ערי פריפריה,42.0
444620,אולפנה לבנות,גבעת שמואל,נ,52.38,10.61,20.69,93.94,,,ממלכתי דתי,יהודי,מרכז,גבעת שמואל,גבעת שמואל,בית ספר,"חט""ב + עליונה",0.0,125.0,125.0,דתי לאומי - מרכז,125.0
540195,עירוני ט',תלאביב יפו,נ,92.31,15.62,3.03,85.41,,,ממלכתי,יהודי,תל אביב,תל אביב-יפו,תל אביב - יפו,בית ספר,"חט""ב + עליונה",149.0,110.0,259.0,חילוני - ערי מרכז,110.0
440289,מקיף יהוד,יהוד-מונוסון,נ,94.62,17.96,9.38,88.97999999999999,,,ממלכתי,יהודי,מרכז,יהוד נווה אפרים,יהוד-מונוסון,בית ספר,עליונה בלבד,258.0,269.0,527.0,חילוני - ערי מרכז,269.0
540286,תיכון עש יצחק בן צבי,קרית אונו,נ,96.67,8.05,11.07,91.19000000000001,,,ממלכתי,יהודי,תל אביב,קרית אונו,קרית אונו,בית ספר,עליונה בלבד,333.0,301.0,634.0,חילוני - ערי מרכז,301.0
