school_key,מוסד,מועצה,מין,גיוס,לחימה,קצונה,משמעותי,Unnamed: 8,המידע המוצג הינו מתוך מערכת מוסדות וערים שממנה יוצאים כל שנה נתונים אחרי אישור של לשכת רחט,פיקוח,מגזר,מחוז,רשות,ישוב,סוג מוסד,שלב חינוך במוסד,תלמידים_בנים,תלמידים_בנות,תלמידים,קבוצה,תלמידים_יב
42919,עתיד פלמחים,0,ז,73.17,14.29,0.0,85.72,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
44050,TECHin עמל,0,ז,84.48,12.5,0.0,64.58,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
45001,אורט תעשיה אוירית,0,ז,87.5,14.81,0.0,92.59,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
45002,אורט תל-נוף,0,ז,91.11,16.05,0.0,93.83,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
45005,אורט אורמת,0,ז,89.8,28.57,0.0,80.96,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
46101,"נו""ע הדתי - נחלים",0,ז,82.43,38.98,2.08,89.84,,,ממלכתי דתי,,,חבל מודיעין,,,,,,,דתי לאומי - פריפריה/כפרי,
54017,עמל רמת דוד,0,ז,97.44,26.32,0.0,94.74000000000001,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
54021,אנרג'י טק - עמל,0,ז,77.5,38.71,0.0,93.55,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
54108,סכנין-טכנולוגי כסרא -סמיע,0,ז,90.32,25.0,0.0,83.33,,,ממלכתי,ערבי,,,,,,,,,ערבי,
65007,אורט בית הערבה,0,ז,85.11,28.57,0.0,82.85,,,ממלכתי,,,,,,,,,,חילוני - צבאי/מקצועי,
260067,מקיף עינות הירדן,עמיר,ז,97.44,63.16,3.33,97.37,,,ממלכתי,יהודי,צפון,הגליל העליון,עמיר,"בי""ס קיבוצי","חט""ב + עליונה",35.0,44.0,79.0,חילוני - קיבוצים/כפרי,35.0
542092,ריימונד לאוואן,מקוה ישראל,ז,80.0,33.33,23.08,88.89,,,ממלכתי,יהודי,תל אביב,חולון,חולון,בית ספר,"חט""ב + עליונה",31.0,48.0,79.0,חילוני - ערי מרכז,31.0
244483,בית הספר אמירים כפר ורדים,כפר ורדים,ז,92.86,56.41,11.11,92.31,,,ממלכתי,יהודי,צפון,כפר ורדים,כפר ורדים,בית ספר,"חט""ב + עליונה",48.0,48.0,96.0,חילוני - ערי פריפריה,48.0
360040,מקיף מבואות עירון,עין שמר,ז,92.68,51.32,12.0,94.73,,,ממלכתי,יהודי,חיפה,מנשה,עין שמר,"בי""ס קיבוצי","חט""ב + עליונה",90.0,104.0,194.0,חילוני - קיבוצים/כפרי,90.0
640060,"אורט ע""ש ה. רונסון",אשקלון,ז,91.23,36.89,0.98,93.21000000000001,,,ממלכתי,יהודי,דרום,אשקלון,אשקלון,בית ספר,"חט""ב + עליונה",123.0,121.0,244.0,חילוני - ערי פריפריה,123.0
471011,"מקיף אורט ע""ש גוטמן",נתניה,ז,87.76,30.47,5.88,89.06,,,ממלכתי,יהודי,תל אביב,נתניה,נתניה,בית ספר,"חט""ב + עליונה",130.0,127.0,257.0,חילוני - ערי מרכז,130.0
380022,מקיף שפיה,מאיר שפיה,ז,92.0,45.65,16.67,93.48,,,ממלכתי,יהודי,חיפה,חוף הכרמל,מאיר שפיה,"בי""ס חקלאי","חט""ב + עליונה",48.0,33.0,81.0,חילוני - קיבוצים/כפרי,48.0
444562,תיכון'מור'מטרו-ווסט,רעננה,ז,96.49,48.78,8.48,92.07000000000001,,,ממלכתי,יהודי,מרכז,רעננה,רעננה,בית ספר,עליונה בלבד,189.0,171.0,360.0,חילוני - ערי מרכז,189.0
441279,"בית חינוך ע""ש רבין",תל מונד,ז,95.5,56.6,12.3,95.28,,,ממלכתי,יהודי,מרכז,תל מונד,תל מונד,בית ספר,"חט""ב + עליונה",135.0,114.0,249.0,חילוני - ערי מרכז,135.0
344382,תכון חדרה בית-אליעזר,חדרה,ז,90.0,40.74,3.64,85.19,,,ממלכתי,יהודי,חיפה,חדרה,חדרה,בית ספר,"חט""ב + עליונה",124.0,107.0,231.0,חילוני - ערי מרכז,124.0
460030,מקיף אזורי עמי אסף,בית ברל,ז,95.61,66.06,15.38,92.66,,,ממלכתי,יהודי,מרכז,דרום השרון,בית ברל,"בי""ס מושבי","חט""ב + עליונה",155.0,135.0,290.0,חילוני - קיבוצים/כפרי,155.0
356212,תיכון זכרון יעקב,זכרון יעקב,ז,95.8,63.72,15.6,97.35,,,ממלכתי,יהודי,חיפה,זכרון יעקב,זכרון יעקב,בית ספר,עליונה בלבד,108.0,140.0,248.0,חילוני - ערי מרכז,108.0
240739,"בית לוי יצחק חב""ד",צפת,ז,49.02,40.0,0.0,60.0,,,חרדי,יהודי,צפון,צפת,צפת,ישיבה קטנה,עליונה בלבד,161.0,0.0,161.0,חרדי - ערים מעורבות,161.0
441238,"תיכון ע""ש יצחק רבין",כפר סבא,ז,92.74,50.43,8.7,87.82,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,113.0,121.0,234.0,חילוני - ערי מרכז,113.0
470138,"מקיף ע""ש מוסינזון",הוד השרון,ז,93.02,59.32,7.52,93.22,,,ממלכתי,יהודי,מרכז,הוד השרון,הוד השרון,בית ספר,עליונה בלבד,181.0,164.0,345.0,חילוני - ערי מרכז,181.0
470054,"אורט ע""ש מקס שיין",רחובות,ז,89.55,23.33,0.0,93.33,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",88.0,87.0,175.0,חילוני - ערי מרכז,88.0
541169,מקיף היובל,הרצליה,ז,91.3,52.8,11.65,92.0,,,ממלכתי,יהודי,תל אביב,הרצליה,הרצליה,בית ספר,עליונה בלבד,162.0,148.0,310.0,חילוני - ערי מרכז,162.0
441667,"חט""ב ממ""ד בנים המר",כפר סבא,ז,95.65,59.09,9.68,95.46000000000001,,,ממלכתי דתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,"חט""ב + עליונה",48.0,0.0,48.0,דתי לאומי - מרכז,48.0
442061,אליעזר בן יהודה,נס ציונה,ז,95.73,46.36,9.8,84.55000000000001,,,ממלכתי,יהודי,מרכז,נס ציונה,נס ציונה,בית ספר,"חט""ב + עליונה",115.0,118.0,233.0,חילוני - ערי מרכז,115.0
470112,אורט שפירא אזורי למנהיגות,כפר סבא,ז,91.03,19.72,9.86,92.95,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,85.0,90.0,175.0,חילוני - ערי מרכז,85.0
440024,"תיכון ע""ש אוסטרובסקי",רעננה,ז,94.87,47.27,7.95,88.18,,,ממלכתי,יהודי,מרכז,רעננה,רעננה,בית ספר,עליונה בלבד,109.0,134.0,243.0,חילוני - ערי מרכז,109.0
770453,"תיכון ע""ש קציר",רחובות,ז,91.0,39.56,6.49,90.11,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",131.0,106.0,237.0,חילוני - ערי מרכז,131.0
441808,תיכון אביב,רעננה,ז,96.05,46.58,4.17,89.05,,,ממלכתי,יהודי,מרכז,רעננה,רעננה,בית ספר,עליונה בלבד,173.0,122.0,295.0,חילוני - ערי מרכז,173.0
844076,קרית חינוך דרור,בני דרור,ז,96.53,60.51,10.05,90.77000000000001,,,ממלכתי,יהודי,מרכז,לב השרון,בני דרור,בית ספר,"חט""ב + עליונה",215.0,238.0,453.0,חילוני - קיבוצים/כפרי,215.0
640672,מקיף ה' כללי,אשדוד,ז,90.12,24.66,1.09,73.97,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",68.0,73.0,141.0,חילוני - ערי פריפריה,68.0
460063,מקיף מעין-שחר,עין החורש,ז,95.65,70.0,12.31,94.53999999999999,,,ממלכתי,יהודי,מרכז,עמק חפר,עין החורש,"בי""ס קיבוצי","חט""ב + עליונה",125.0,109.0,234.0,חילוני - קיבוצים/כפרי,125.0
644484,מקיף ח',אשדוד,ז,90.59,31.51,0.0,90.41,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",129.0,107.0,236.0,חילוני - ערי פריפריה,129.0
444836,"קרית חינוך ע""ש רבין",גן יבנה,ז,97.14,44.12,6.74,93.14,,,ממלכתי,יהודי,מרכז,גן יבנה,גן יבנה,בית ספר,"חט""ב + עליונה",100.0,87.0,187.0,חילוני - ערי מרכז,100.0
440172,תיכון כצנלסון,כפר סבא,ז,94.0,54.26,5.21,89.36,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,154.0,137.0,291.0,חילוני - ערי מרכז,154.0
370312,קרית חנוך אורט,ק.ביאליק,ז,87.8,48.33,4.83,95.0,,,ממלכתי,יהודי,חיפה,קרית ביאליק,קרית ביאליק,בית ספר,עליונה בלבד,239.0,179.0,418.0,חילוני - ערי פריפריה,239.0
260133,גאון הירדן,נווה איתן,ז,98.08,52.94,4.88,86.28,,,ממלכתי,יהודי,צפון,עמק המעיינות,נווה איתן,"בי""ס קיבוצי","חט""ב + עליונה",72.0,65.0,137.0,חילוני - קיבוצים/כפרי,72.0
480095,תיכון איתן,סתריה,ז,100.0,58.14,11.63,97.67,,,ממלכתי,יהודי,מרכז,גזר,סתריה,בית ספר,"חט""ב + עליונה",54.0,73.0,127.0,חילוני - קיבוצים/כפרי,54.0
340018,מקיף ליאו בק,חיפה,ז,90.24,50.34,11.03,95.24,,,ממלכתי,יהודי,חיפה,חיפה,חיפה,בית ספר,עליונה בלבד,176.0,202.0,378.0,חילוני - ערי מרכז,176.0
499681,"תיכון ע""ש גולדה",נס ציונה,ז,98.7,50.0,12.28,92.1,,,ממלכתי,יהודי,מרכז,נס ציונה,נס ציונה,בית ספר,עליונה בלבד,98.0,98.0,196.0,חילוני - ערי מרכז,98.0
444117,"תיכון ע""ש חיים הרצוג",כפר סבא,ז,96.09,44.26,13.79,86.88,,,ממלכתי,יהודי,מרכז,כפר סבא,כפר סבא,בית ספר,עליונה בלבד,141.0,127.0,268.0,חילוני - ערי מרכז,141.0
660134,מקיף באר טוביה,באר טוביה,ז,91.61,47.69,10.26,90.0,,,ממלכתי,יהודי,דרום,באר טוביה,באר טוביה,"בי""ס מושבי","חט""ב + עליונה",143.0,184.0,327.0,חילוני - קיבוצים/כפרי,143.0
680066,חקלאי כנות,כנות,ז,95.08,40.35,0.0,89.47,,,ממלכתי,יהודי,דרום,באר טוביה,כנות,"בי""ס חקלאי","חט""ב + עליונה",47.0,46.0,93.0,חילוני - קיבוצים/כפרי,47.0
640482,מקיף ד',אשדוד,ז,96.0,30.11,0.0,83.87,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",83.0,81.0,164.0,חילוני - ערי פריפריה,83.0
770461,"מקיף ג' ע""ש רוגוזין",אשדוד,ז,91.6,40.37,8.16,88.07,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",87.0,55.0,142.0,חילוני - ערי פריפריה,87.0
240499,מקיף נופי גולן,קצרין,ז,92.59,62.0,9.09,96.0,,,ממלכתי,יהודי,צפון,קצרין,קצרין,"בי""ס מושבי",עליונה בלבד,53.0,75.0,128.0,חילוני - קיבוצים/כפרי,53.0
442293,קריית החינוך למדעים,רחובות,ז,94.79,35.16,3.12,89.00999999999999,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",137.0,94.0,231.0,חילוני - ערי מרכז,137.0
640128,מקיף א כללי,אשדוד,ז,87.14,25.0,0.0,88.33,,,ממלכתי,יהודי,דרום,אשדוד,אשדוד,בית ספר,"חט""ב + עליונה",69.0,51.0,120.0,חילוני - ערי פריפריה,69.0
141200,ישיבה לצעירים,ירושלים,ז,0.53,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,218.0,0.0,218.0,חרדי - ירושלים,218.0
140921,ישיבת בית אברהם,ירושלים,ז,2.04,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,108.0,0.0,108.0,חרדי - ירושלים,108.0
728816,מוסדות ביאלא חלקת יה,בני ברק,ז,0.0,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,52.0,0.0,52.0,חרדי - ערי חרדים,52.0
544379,ישיבת תפארת ציון,בני ברק,ז,2.08,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,35.0,0.0,35.0,חרדי - ערי חרדים,35.0
141101,ישיבת נתיבות יוסף,מצפה יריחו,ז,75.38,85.71,11.76,93.88,,,ממלכתי דתי,יהודי,ירושלים,מטה בנימין,מצפה יריחו,ישיבה תיכונית,עליונה בלבד,43.0,0.0,43.0,דתי לאומי - התנחלויות,43.0
570192,התיכון העירוני החדש,הרצליה,ז,90.29,41.3,8.6,89.13000000000001,,,ממלכתי,יהודי,תל אביב,הרצליה,הרצליה,בית ספר,עליונה בלבד,115.0,97.0,212.0,חילוני - ערי מרכז,115.0
770065,מקיף אזורי ברנר,גבעת ברנר,ז,92.02,66.67,13.04,92.66,,,ממלכתי,יהודי,מרכז,ברנר,גבעת ברנר,"בי""ס קיבוצי",עליונה בלבד,127.0,139.0,266.0,חילוני - קיבוצים/כפרי,127.0
441311,מקיף ט',ראשוןלציון,ז,95.0,41.35,3.66,88.72,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",100.0,90.0,190.0,חילוני - ערי מרכז,100.0
441337,תיכון שוהם,שוהם,ז,95.81,56.83,7.83,92.35000000000001,,,ממלכתי,יהודי,מרכז,שוהם,שוהם,בית ספר,עליונה בלבד,157.0,160.0,317.0,חילוני - ערי מרכז,157.0
440180,מקיף הדסים,אבן יהודה,ז,99.16,62.71,7.41,89.83,,,ממלכתי,יהודי,מרכז,אבן יהודה,אבן יהודה,"בי""ס חקלאי",עליונה בלבד,131.0,164.0,295.0,חילוני - ערי מרכז,131.0
441287,מקיף עירוני ח',ראשוןלציון,ז,94.39,32.67,3.16,84.16000000000001,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",117.0,107.0,224.0,חילוני - ערי מרכז,117.0
771071,מקיף ג' עמית,ראשוןלציון,ז,93.66,40.91,3.26,83.33,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",131.0,115.0,246.0,חילוני - ערי מרכז,131.0
144758,"ישיבת בנ""ע פסגת זאב",ירושלים,ז,88.89,50.0,3.85,87.5,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה תיכונית,"חט""ב + עליונה",31.0,0.0,31.0,דתי לאומי - ירושלים,31.0
140863,דקל - וילנאי,מעלה אדמים,ז,94.85,44.57,3.19,85.87,,,ממלכתי,יהודי,ירושלים,מעלה אדומים,מעלה אדומים,בית ספר,"חט""ב + עליונה",101.0,101.0,202.0,חילוני - התנחלויות,101.0
363879,ישיבת כנסת יצחק,מודיעין על,ז,27.78,25.0,0.0,50.0,,,חרדי,יהודי,ירושלים,מודיעין עילית,מודיעין עילית,בית ספר,עליונה בלבד,196.0,0.0,196.0,חרדי - ערי חרדים,196.0
560706,ישיבת תורת שלמה י-ם,ירושלים,ז,19.35,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,33.0,0.0,33.0,חרדי - ירושלים,33.0
631523,ישיבת פוניבז',בני ברק,ז,86.36,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,138.0,0.0,138.0,חרדי - ערי חרדים,138.0
234047,ישיבת אמרי חיים ויז'ניץ,מודיעין על,ז,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,מודיעין עילית,מודיעין עילית,בית ספר,עליונה בלבד,67.0,0.0,67.0,חרדי - ערי חרדים,67.0
580035,מקוה ישראל כללי,מקוה ישראל,ז,96.15,39.19,4.69,90.54,,,ממלכתי,יהודי,תל אביב,חולון,מקווה ישראל,"בי""ס חקלאי","חט""ב + עליונה",79.0,61.0,140.0,חילוני - ערי מרכז,79.0
140632,מכון אהרון וישראל,ירושלים,ז,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,121.0,0.0,121.0,חרדי - ירושלים,121.0
362210,מרכז חסידי ויז'ניץ,בני ברק,ז,2.56,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,46.0,0.0,46.0,חרדי - ערי חרדים,46.0
541284,ישיבת גאון צבי,בני ברק,ז,1.22,0.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,114.0,0.0,114.0,חרדי - ערי חרדים,114.0
142174,"ישיבת בנ""ע אורות יהודה",אפרת,ז,98.41,70.49,7.69,95.08,,,ממלכתי דתי,יהודי,ירושלים,אפרת,אפרת,ישיבה תיכונית,עליונה בלבד,58.0,0.0,58.0,דתי לאומי - התנחלויות,58.0
140723,"מקיף ע""ש זיו",ירושלים,ז,96.59,52.94,2.56,90.59,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",80.0,85.0,165.0,חילוני - ירושלים,80.0
144261,ישיבת חיי משה,ירושלים,ז,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,84.0,0.0,84.0,חרדי - ירושלים,84.0
644674,ישיבת תושיה לצעירים,תפרח,ז,0.67,0.0,,100.0,,,חרדי,יהודי,דרום,מרחבים,תפרח,ישיבה קטנה,עליונה בלבד,173.0,0.0,173.0,חרדי - ערים מעורבות,173.0
140061,תכון ליד האוניברסיטה,ירושלים,ז,98.04,31.0,12.16,95.0,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",97.0,101.0,198.0,חילוני - ירושלים,97.0
444786,ישיבת שערי ציון,בני ברק,ז,6.45,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,21.0,0.0,21.0,חרדי - ערי חרדים,21.0
140186,"תורני ע""ש פ. הימלפרב",ירושלים,ז,94.2,68.99,6.67,89.92,,,ממלכתי דתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",128.0,0.0,128.0,דתי לאומי - ירושלים,128.0
540609,ישיבת סלבודקה כנסת י,בני ברק,ז,2.04,100.0,,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,100.0,0.0,100.0,חרדי - ערי חרדים,100.0
141044,"תיכון ע""ש יעקובזון",ירושלים,ז,1.37,0.0,0.0,0.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,61.0,0.0,61.0,חרדי - ירושלים,61.0
140046,עירוני ג',ירושלים,ז,80.43,62.16,0.0,86.48,,,ממלכתי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,"חט""ב + עליונה",16.0,25.0,41.0,חילוני - ירושלים,16.0
630095,מרכז נוער,אשקלון,ז,53.12,11.76,7.41,70.59,,,ממלכתי דתי,יהודי,דרום,אשקלון,אשקלון,מרכז חינוך,עליונה בלבד,23.0,33.0,56.0,דתי לאומי - פריפריה,23.0
144501,תיכון הראל,מבשרת ציון,ז,93.55,65.52,8.88,94.47999999999999,,,ממלכתי,יהודי,ירושלים,מבשרת ציון,מבשרת ציון,בית ספר,עליונה בלבד,156.0,181.0,337.0,חילוני - ערי מרכז,156.0
570135,"אורט ע""ש אבין",רמת גן,ז,88.16,29.85,5.62,92.53,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,107.0,94.0,201.0,חילוני - ערי מרכז,107.0
540211,"עירוני ע""ש בליך",רמת גן,ז,96.36,41.6,7.95,89.5,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,242.0,298.0,540.0,חילוני - ערי מרכז,242.0
444745,תיכון בגין,ראש העין,ז,94.12,52.84,9.73,92.05,,,ממלכתי,יהודי,מרכז,ראש העין,ראש העין,בית ספר,עליונה בלבד,226.0,272.0,498.0,חילוני - ערי מרכז,226.0
440065,גמנסיה ראלית עש קררי,ראשוןלציון,ז,90.91,38.33,8.04,86.67,,,ממלכתי,יהודי,מרכז,ראשון לציון,ראשון לציון,בית ספר,"חט""ב + עליונה",135.0,126.0,261.0,חילוני - ערי מרכז,135.0
420026,ישיבת מערב שומרון,אלקנה,ז,89.83,74.51,12.5,96.08,,,ממלכתי דתי,יהודי,מרכז,אלקנה,אלקנה,בית ספר,"חט""ב + עליונה",75.0,0.0,75.0,דתי לאומי - התנחלויות,75.0
441634,ישיבת בני עקיבא גבעת שמואל,גבעת שמואל,ז,93.42,58.99,12.87,92.09,,,ממלכתי דתי,יהודי,מרכז,גבעת שמואל,גבעת שמואל,ישיבה תיכונית,"חט""ב + עליונה",171.0,0.0,171.0,דתי לאומי - מרכז,171.0
540088,עירוני י' אליאנס,תלאביב יפו,ז,93.08,48.76,3.41,93.39,,,ממלכתי,יהודי,תל אביב,תל אביב-יפו,תל אביב - יפו,בית ספר,"חט""ב + עליונה",145.0,142.0,287.0,חילוני - ערי מרכז,145.0
541854,ישיבת חזון נחום,בני ברק,ז,2.04,100.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,93.0,0.0,93.0,חרדי - ערי חרדים,93.0
441204,ישיבת דרכי נעם,פתח תקווה,ז,89.09,70.21,10.71,91.49,,,חרדי,יהודי,תל אביב,פתח תקוה,פתח תקווה,ישיבה קטנה,יסודי ועליונה,46.0,0.0,46.0,חרדי - ערים מעורבות,46.0
440016,תיכון דה שליט,רחובות,ז,94.94,34.0,8.53,87.33,,,ממלכתי,יהודי,מרכז,רחובות,רחובות,בית ספר,"חט""ב + עליונה",192.0,179.0,371.0,חילוני - ערי מרכז,192.0
366971,קדושת תורה,ירושלים,ז,8.57,0.0,0.0,0.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,93.0,0.0,93.0,חרדי - ירושלים,93.0
722058,הישיבה הגדולה עטרת ש,ראשוןלציון,ז,0.0,0.0,0.0,100.0,,,חרדי,יהודי,מרכז,ראשון לציון,ראשון לציון,ישיבה קטנה,עליונה בלבד,191.0,0.0,191.0,חרדי - ערים מעורבות,191.0
444604,ישיבת תורת חסד,רחובות,ז,1.67,0.0,0.0,0.0,,,חרדי,יהודי,מרכז,רחובות,רחובות,ישיבה קטנה,עליונה בלבד,68.0,0.0,68.0,חרדי - ערים מעורבות,68.0
482257,שש-שנתי תיכון גבעת שמואל,גבעת שמואל,ז,89.36,42.86,0.0,83.33999999999999,,,ממלכתי,יהודי,מרכז,גבעת שמואל,גבעת שמואל,בית ספר,"חט""ב + עליונה",47.0,49.0,96.0,חילוני - ערי מרכז,47.0
541102,ישיבת אור גאון,בני ברק,ז,4.92,100.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,71.0,0.0,71.0,חרדי - ערי חרדים,71.0
440800,ישיבת אור ישראל,פתח תקווה,ז,1.82,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,פתח תקוה,פתח תקווה,ישיבה קטנה,עליונה בלבד,62.0,0.0,62.0,חרדי - ערים מעורבות,62.0
540203,תיכון אהל שם,רמת גן,ז,94.7,40.43,12.03,87.24000000000001,,,ממלכתי,יהודי,תל אביב,רמת גן,רמת גן,בית ספר,עליונה בלבד,167.0,183.0,350.0,חילוני - ערי מרכז,167.0
140541,ישיבת עטרת ישראל,ירושלים,ז,3.12,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,בית ספר,עליונה בלבד,41.0,0.0,41.0,חרדי - ירושלים,41.0
361451,תורת אהרון,בני ברק,ז,0.0,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,בית ספר,עליונה בלבד,35.0,0.0,35.0,חרדי - ערי חרדים,35.0
644617,תיכון ברנקו וייס מיתרים,מיתר,ז,92.68,51.32,5.19,93.42,,,ממלכתי,יהודי,דרום,מיתר,מיתר,בית ספר,"חט""ב + עליונה",93.0,82.0,175.0,חילוני - ערי פריפריה,93.0
344119,ישיבת ברסלב,בני ברק,ז,0.0,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,45.0,0.0,45.0,חרדי - ערי חרדים,45.0
541086,ישיבת בית מאיר,בני ברק,ז,21.82,55.56,0.0,66.67,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,133.0,0.0,133.0,חרדי - ערי חרדים,133.0
140681,ישיבת יקירי ירושלים,ירושלים,ז,1.54,0.0,0.0,100.0,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,153.0,0.0,153.0,חרדי - ירושלים,153.0
738575,ישבת תפארת ישראל,מודיעין על,ז,0.0,0.0,,100.0,,,חרדי,יהודי,ירושלים,מודיעין עילית,מודיעין עילית,ישיבה קטנה,עליונה בלבד,101.0,0.0,101.0,חרדי - ערי חרדים,101.0
722132,תורה בתפארתה,אלעד,ז,0.56,0.0,,100.0,,,חרדי,יהודי,מרכז,אלעד,אלעד,ישיבה קטנה,עליונה בלבד,146.0,0.0,146.0,חרדי - ערי חרדים,146.0
460162,רנה של תורה,כרמיאל,ז,0.0,0.0,0.0,100.0,,,חרדי,יהודי,צפון,כרמיאל,כרמיאל,בית ספר,עליונה בלבד,62.0,0.0,62.0,חרדי - ערים מעורבות,62.0
541748,ישיבת אורחות תורה,בני ברק,ז,1.72,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,200.0,0.0,200.0,חרדי - ערי חרדים,200.0
770842,מקיף השרון עש רוטברג,רמת השרון,ז,98.01,48.65,7.81,91.21,,,ממלכתי,יהודי,תל אביב,רמת השרון,רמת השרון,בית ספר,עליונה בלבד,151.0,112.0,263.0,חילוני - ערי מרכז,151.0
544205,ישיבת זכרון סיני,בני ברק,ז,13.64,0.0,0.0,100.0,,,חרדי,יהודי,תל אביב,בני ברק,בני ברק,ישיבה קטנה,עליונה בלבד,14.0,0.0,14.0,חרדי - ערי חרדים,14.0
140814,ישיבת אור אלחנן,ירושלים,ז,9.09,66.67,0.0,66.67,,,חרדי,יהודי,ירושלים,ירושלים,ירושלים,ישיבה קטנה,עליונה בלבד,100.0,0.0,100.0,חרדי - ירושלים,100.0
442087,כנסת יחזקאל,אלעד,ז,3.39,0.0,0.0,100.0,,,חרדי,יהודי,מרכז,אלעד,אלעד,בית ספר,עליונה בלבד,75.0,0.0,75.0,חרדי - ערי חרדים,75.0
644534,יצחק רגר,באר שבע,ז,94.06,46.81,2.15,90.42999999999999,,,ממלכתי,יהודי,דרום,באר שבע,באר שבע,בית ספר,"חט""ב + עליונה",111.0,121.0,232.0,חילוני - ערי פריפריה,111.0
